school_year,lea_code,school_type,school_code,school_name,official_school_name,address_line1,address_line2,city,state,zip_code_5,opening_effective_date,grade_level_current,school_type_description,school_program_type_description,school_calendar_description
2015-16,550,school_district,550356,Rock Springs Elementary,Rock Springs Elementary,3633 Hwy 16 N,,Denver,NC,28037,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,550,school_district,550360,S Ray Lowder Elementary,S Ray Lowder Elementary,350 Kennedy Dr,,Lincolnton,NC,28092,06/30/1990,PK:KG:01:02:03,Regular School,,Traditional
2015-16,550,school_district,550362,St James Elementary,St James Elementary,1774 St James Church Road,,Denver,NC,28037,06/30/2003,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,550,school_district,550364,Union Elementary,Union Elementary,4875 Reepsville Rd,,Vale,NC,28168,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,550,school_district,550368,West Lincoln High,West Lincoln High,172 Shoal Rd,,Lincolnton,NC,28092,06/30/1990,09:10:11:12,Regular School,,Traditional
2015-16,550,school_district,550372,West Lincoln Middle,West Lincoln Middle,260 Shoal Rd,,Lincolnton,NC,28092,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,560,school_district,560304,Cartoogechaye Elementary,Cartoogechaye Elementary,3295 Old Murphy Road,,Franklin,NC,28734,06/30/1990,P3:PK:KG:01:02:03:04,Regular School,,Traditional
2015-16,560,school_district,560316,East Franklin Elementary,East Franklin Elementary,100 Watauga St,,Franklin,NC,28734,06/30/1990,KG:01:02:03:04,Regular School,,Traditional
2015-16,560,school_district,560320,Franklin High,Franklin High,100 Panther Drive,,Franklin,NC,28734,06/30/1990,09:10:11:12,Regular School,,Traditional
2015-16,560,school_district,560324,Highlands School,Highlands School,545 Pierson Dr,,Highlands,NC,28741,06/30/1990,KG:01:02:03:04:05:06:07:08:09:10:11:12,Regular School,,Traditional
2015-16,560,school_district,560328,Iotla Valley Elementary,Iotla Valley Elementary,1166 Iotla Church Road,,Franklin,NC,28734,06/30/1990,P3:PK:KG:01:02:03:04,Regular School,,Traditional
2015-16,560,school_district,560329,Macon Early College High School,Macon Early College High School,77 Siler Farm Road,,Franklin,NC,28734,07/02/2006,09:10:11:12:13,Regular School,Early College,Traditional
2015-16,560,school_district,560330,Macon Middle School,Macon Middle School,1345 Wells Grove Rd,,Franklin,NC,28734,06/30/1990,07:08,Regular School,,Traditional
2015-16,560,school_district,560331,Mountain View Intermediate,Mountain View Intermediate School,161 Clarks Chapel Road,,Franklin,NC,28734,07/01/2010,05:06,Regular School,,Traditional
2015-16,560,school_district,560332,Nantahala School,Nantahala School,213 Windingstairs Rd,,Topton,NC,28781,06/30/1990,KG:01:02:03:04:05:06:07:08:09:10:11:12,Regular School,,Traditional
2015-16,560,school_district,560338,South Macon Elementary,South Macon Elementary,855 Addington Bridge Road,,Franklin,NC,28734,06/30/2001,P3:PK:KG:01:02:03:04,Regular School,,Traditional
2015-16,560,school_district,560350,Union Academy,Union Academy,158 Union School Rd,,Franklin,NC,28734,07/01/2008,07:08:09:10:11:12,Alternative Education,,Traditional
2015-16,570,school_district,570306,Brush Creek Elementary,Brush Creek Elementary School,265 Upper Brush Creek Road,,Marshall,NC,28753,11/29/2001,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,570,school_district,570312,Hot Springs Elementary,Hot Springs Elementary School,63 Serpentine Ave,,Hot Springs,NC,28743,06/28/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,570,school_district,570317,Madison Early College High,Madison Early College High School,800 Bailey Street,,Mars Hill,NC,28754,07/01/2008,09:10:11:12:13,Regular School,Early College,Traditional
2015-16,570,school_district,570318,Madison High,Madison High School,5740 US Hwy 25-70,,Marshall,NC,28753,06/30/1990,09:10:11:12,Regular School,,Traditional
2015-16,570,school_district,570319,Madison Middle,Madison Middle School,95 Upper Brush Creek Rd,,Marshall,NC,28753,06/28/1992,06:07:08,Regular School,,Traditional
2015-16,570,school_district,570320,Mars Hill Elementary,Mars Hill Elementary School,200 School House Lane,,Mars Hill,NC,28754,06/28/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,580,school_district,580308,Williamston Primary,Williamston Primary,400 West Blvd,,Williamston,NC,27892,06/30/1990,PK:KG:01:02,Regular School,,Traditional
2015-16,580,school_district,580312,E J Hayes Elementary,E J Hayes Elementary,201 Andrews St,,Williamston,NC,27892,06/30/1990,03:04:05,Regular School,,Traditional
2015-16,580,school_district,580316,East End Elementary,East End Elementary,1121 Third Street Extension,,Robersonville,NC,27871,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,580,school_district,580320,Edna Andrews Elementary,Enda Andrews Elementary,306 S Horton St,,Hamilton,NC,27840,06/30/1990,P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,580,school_district,580324,Jamesville Elementary,Jamesville Elementary,1220 Hardison St,,Jamesville,NC,27846,06/30/1993,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,580,school_district,580344,South Creek High,South Creek High,21077 NC Hwy 903,,Robersonville,NC,27871,06/30/1990,09:10:11:12,Regular School,,Traditional
2015-16,580,school_district,580350,South Creek Middle,South Creek Middle,21230 NC 903,,Robersonville,NC,27871,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,580,school_district,580356,Rodgers Elementary,Rodgers Elementary,2277 Rodgers School Rd,,Williamston,NC,27892,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,580,school_district,580368,Riverside High,Riverside High,1260 Godwin Ave,,Williamston,NC,27892,06/30/1990,09:10:11:12,Regular School,,Traditional
2015-16,580,school_district,580372,Riverside Middle,Riverside Middle,2920 US Hwy 17,,Williamston,NC,27892,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,590,school_district,590306,Eastfield Global Magnet ,Eastfield Global Magnet School,170 Eastfield School Road,,Marion,NC,28752,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,Magnet,Year Round
2015-16,590,school_district,590310,East McDowell Middle,East McDowell Middle School,676 State Street,,Marion,NC,28752,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,590,school_district,590316,Glenwood Elementary,Glenwood Elementary School,1545 Old Hwy 221 South,,Marion,NC,28752,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,590,school_district,590320,Marion Elementary,Marion Elementary School,209 Robert Street,,Marion,NC,28752,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,590,school_district,590328,McDowell Early College,McDowell Early College,54 College Drive,,Marion,NC,28752,07/02/2006,09:10:11:12:13,Regular School,Early College,Traditional
2015-16,590,school_district,590330,McDowell High,McDowell High School,600 McDowell High School Dr,,Marion,NC,28752,06/30/1990,09:10:11:12,Regular School,,Traditional
2015-16,590,school_district,590332,Nebo Elementary,Nebo Elementary School,254 Nebo School Road,,Nebo,NC,28761,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,590,school_district,590336,North Cove Elementary,North Cove Elementary School,401 American Thread Road,,Marion,NC,28752,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,590,school_district,590340,Old Fort Elementary,Old Fort Elementary School,128 Mauney Avenue,,Old Fort,NC,28762,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,590,school_district,590344,Pleasant Gardens Elementary,Pleasant Gardens Elementary School,100 John Roach Drive,,Marion,NC,28752,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,590,school_district,590352,West Marion Elementary,West Marion Elementary School,820 Marler Road,,Marion,NC,28752,06/30/1990,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,590,school_district,590356,West McDowell Middle,West McDowell Middle School,346 West McDowell Junior High Road,,Marion,NC,28752,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,590,school_district,590393,McDowell ,McDowell Alternative Education,176 Lukin St,,Marion,NC,28752,07/01/2014,06:07:08:09:10:11:12,Alternative Education,,Traditional
2015-16,600,school_district,600300,Albemarle Road Elementary,Albemarle Road Elementary,7800 Riding Trail Rd,,Charlotte,NC,28212,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600301,Albemarle Road Middle,Albemarle Road Middle,6900 Democracy Dr,,Charlotte,NC,28212,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600302,Ardrey Kell High,Ardrey Kell High School,10220 Ardrey Kell Rd,,Charlotte,NC,28277,07/02/2006,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600305,J M Alexander Middle,John M Alexander Middle,12201 Hambright Rd,,Huntersville,NC,28078,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600308,Allenbrook Elementary,Allenbrook Elementary,1430 Allenbrook Dr,,Charlotte,NC,28208,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600311,Ashley Park PreK-8 School,Ashley Park PreK-8 School,2401 Belfast Dr,,Charlotte,NC,28208,06/30/1990,PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2015-16,600,school_district,600312,William Amos Hough High,William Amos Hough High School,12420 Bailey Rd,,Cornelius,NC,28031,07/01/2010,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600313,Bailey Middle,Bailey Middle School,11900 Bailey Rd,,Cornelius,NC,28031,07/02/2006,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600314,Bain Elementary,Bain Elementary,11540 Bain School Rd,,Charlotte,NC,28227,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600316,Barringer Academic Center,Barringer Academic Center,1546 Walton Rd,,Charlotte,NC,28208,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600317,Whitewater Middle,Whitewater Middle,1520 Belmeade Dr,,Charlotte,NC,28214,07/01/2009,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600318,Whitewater Academy,Whitewater Academy,11600 White Rapids Rd,,Charlotte,NC,28214,07/01/2008,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600319,Berryhill School,Berryhill School,10501 Windy Grove Rd,,Charlotte,NC,28278,06/30/1990,PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2015-16,600,school_district,600322,Beverly Woods Elementary,Beverly Woods Elementary,6001 Quail Hollow Rd,,Charlotte,NC,28210,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600328,Barnette Elementary,Barnette Elementary,13659 Beatties Ford Rd,,Huntersville,NC,28078,07/01/2008,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600329,Briarwood Elementary,Briarwood Academy,1001 Wilann Dr,,Charlotte,NC,28215,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600333,Carmel Middle,Carmel Middle,5001 Camilla Dr,,Charlotte,NC,28226,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600334,Cato Middle College High,Cato Middle College High,8120 Grier Rd   Suite 171-B,,Charlotte,NC,28215,07/02/2007,11:12:13,Regular School,Cooperative Innovative High School,Traditional
2015-16,600,school_district,600335,Billingsville Elementary,Billingsville Elementary,124 Skyland Ave,,Charlotte,NC,28205,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600336,Chantilly Montessori,Chantilly Montessori,701 Briar Creek Rd,,Charlotte,NC,28205,07/02/2005,PK:KG:01:02:03:04:05:06,Regular School,Magnet,Traditional
2015-16,600,school_district,600338,Clear Creek Elementary,Clear Creek Elementary,13501 Albemarle Rd,,Charlotte,NC,28227,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600341,Cochrane Collegiate Academy,Cochrane Collegiate Academy,6200 Starhaven Dr,,Charlotte,NC,28215,06/30/1990,06:07:08:09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600344,Collinswood Language Academy,Collinswood Language Academy,4000 Applegate Rd,,Charlotte,NC,28209,06/30/1990,KG:01:02:03:04:05:06:07:08,Regular School,Magnet,Traditional
2015-16,600,school_district,600345,Community House Middle,Community House Middle,9500 Community House Rd,,Charlotte,NC,28277,07/02/2005,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600346,Cornelius Elementary,Cornelius Elementary,21126 Catawba Ave,,Cornelius,NC,28031,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600349,Cotswold Elementary,Cotswold Elementary,300 Greenwich Rd,,Charlotte,NC,28211,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600351,Coulwood STEM Academy,Coulwood STEM Academy,500 Kentberry Dr,,Charlotte,NC,28214,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600352,Crown Point Elementary,Crown Point Elementary,3335 Sam Newell Rd,,Matthews,NC,28105,06/30/1993,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600353,Crestdale Middle,Crestdale Middle,940 Sam Newell Rd,,Matthews,NC,28105,06/30/1998,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600357,Davidson Elementary,Davidson Elementary,635 South St,,Davidson,NC,28036,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600361,Butler High,David W Butler High,1810 Matthews-Mint Hill Rd,,Matthews,NC,28105,06/30/1997,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600362,David Cox Road Elementary,David Cox Road Elementary,4215 David Cox Rd,,Charlotte,NC,28269,06/30/1993,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600364,Military and Global Leadership Academy,The Military and Global Leadership Academy at Marie G. Davis,3351 W Griffith St,,Charlotte,NC,28203,07/01/2008,KG:01:02:03:04:05:06:07:08:09:10:11:12,Regular School,Magnet,Traditional
2015-16,600,school_district,600365,Devonshire Elementary,Devonshire Elementary,6500 Barrington Dr,,Charlotte,NC,28215,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600367,Dilworth Elementary,Dilworth Elementary,405 E. Park Ave,,Charlotte,NC,28203,07/01/2010,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600368,First Ward Creative Arts Acad,First Ward Creative Arts Acad,715 N. Caldwell St,,Charlotte,NC,28202,06/30/1990,KG:01:02:03:04:05,Regular School,Magnet,Traditional
2015-16,600,school_district,600369,Berewick Elementary,Berewick Elementary,5910 Dixie River Rd,,Charlotte,NC,28278,07/01/2009,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600374,Druid Hills Academy,Druid Hills Academy,2801 Lucena Ave,,Charlotte,NC,28206,06/30/1990,PK:KG:01:02:03:04:05:06:07:08,Regular School,,Year Round
2015-16,600,school_district,600377,East Mecklenburg High,East Mecklenburg High,6800 Monroe Rd,,Charlotte,NC,28212,06/30/1990,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600379,Eastover Elementary,Eastover Elementary,500 Cherokee Rd,,Charlotte,NC,28207,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600381,Eastway Middle,Eastway Middle,1501 Norland Rd,,Charlotte,NC,28205,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600382,Elizabeth Lane Elem,Elizabeth Lane Elem,121 Elizabeth Ln,,Matthews,NC,28105,06/30/1996,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600383,Elon Park Elementary,Elon Park Elementary,11425 Ardrey Kell Rd,,Charlotte,NC,28277,07/02/2007,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600384,Elizabeth Traditional Elem,Elizabeth Traditional Elem,1601 Park Dr,,Charlotte,NC,28204,06/30/1990,KG:01:02:03:04:05,Regular School,Magnet,Traditional
2015-16,600,school_district,600385,Endhaven Elementary,Endhaven Elementary,6815 Endhaven Ln,,Charlotte,NC,28277,06/30/2003,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600386,Hawthorne High,Hawthorne Academy of Health Sciences,1411 Hawthorne Ln,,Charlotte,NC,28205,06/30/1990,06:07:08:09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600392,Polo Ridge Elementary,Polo Ridge Elementary,11830 Tom Short Rd,,Charlotte,NC,28277,07/01/2008,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600394,Francis Bradley Middle,Francis Bradley Middle,13345 Beatties Ford Rd,,Huntersville,NC,28078,06/30/1998,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600397,Garinger High,Garinger High School,1100 Eastway Dr  ,,Charlotte,NC,28205,07/01/2012,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600398,Greenway Park Elementary,Greenway Park Elementary,8301 Monroe Rd,,Charlotte,NC,28212,06/30/1995,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600399,Alexander Graham Middle,Alexander Graham Middle,1800 Runnymede Ln,,Charlotte,NC,28211,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600404,Harper Middle College High,Harper Middle College High,315 W Hebron St,,Charlotte,NC,28273,07/01/2016,11:12,Regular School,Cooperative Innovative High School,Traditional
2015-16,600,school_district,600405,Harding University High,Harding University High,2001 Alleghany St,,Charlotte,NC,28208,06/30/1990,09:10:11:12,Regular School,Magnet,Traditional
2015-16,600,school_district,600406,Hawk Ridge Elementary,Hawk Ridge Elementary,9201 Bryant Farms Rd,,Charlotte,NC,28277,06/30/1999,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600408,Lawrence Orr Elementary,Lawrence Orr Elementary School,4835 Shamrock Dr,,Charlotte,NC,28215,07/01/2015,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600409,Parkside Elementary,Parkside Elementary School,2945 Johnston-Oehler Rd,,Charlotte,NC,28269,07/01/2015,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600410,Hickory Grove Elementary,Hickory Grove Elementary,6709 Pence Rd,,Charlotte,NC,28215,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600411,Highland Creek Elementary,Highland Creek Elementary,7242 Highland Creek Pkwy,,Charlotte,NC,28269,07/02/2006,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600412,Hidden Valley Elementary,Hidden Valley Elementary,5100 Snow White Ln,,Charlotte,NC,28213,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600413,Highland Mill Montessori,Highland Mill Montessori Elementary,3201 Clemson Ave,,Charlotte,NC,28205,06/29/2002,PK:KG:01:02:03:04:05:06,Regular School,Magnet,Traditional
2015-16,600,school_district,600414,Highland Renaissance Academy,Highland Renaissance Academy,125 W Craighead Rd,,Charlotte,NC,28206,06/27/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600415,Hopewell High,Hopewell High,11530 Beatties Ford Rd,,Huntersville,NC,28078,06/30/2001,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600416,Hornets Nest Elementary,Hornets Nest Elementary,6700 Beatties Ford Rd,,Charlotte,NC,28216,06/30/1991,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600418,Croft Community Elementary,Croft Community School,4911 Hucks Rd,,Charlotte,NC,28269,07/01/2008,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600420,Huntersville Elementary,Huntersville Elementary,200 Gilead Rd,,Huntersville,NC,28078,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600422,Huntingtowne Farms Elementary,Huntingtowne Farms Elementary,2520 Huntingtowne Farms Ln,,Charlotte,NC,28210,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600424,Idlewild Elementary,Idlewild Elementary,7101 Idlewild Rd,,Charlotte,NC,28212,06/29/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600426,Independence High,Independence High,1967 Patriot Dr,,Charlotte,NC,28227,06/30/1990,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600428,James Martin Middle,James Martin Middle,7800 IBM Dr,,Charlotte,NC,28262,06/29/1997,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600429,Morehead STEM Academy,John Motley Morehead STEM Academy,7810 Neal Rd,,Charlotte,NC,28262,06/30/1998,KG:01:02:03:04:05:06:07:08,Regular School,Magnet,Traditional
2015-16,600,school_district,600431,Jay M Robinson Middle,Jay M Robinson Middle,5925 Ballantyne Commons Pkwy,,Charlotte,NC,28277,06/30/2002,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600432,Joseph W Grier Academy,Joseph W Grier Academy,8330 Grier Rd,,Charlotte,NC,28215,06/30/2003,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600433,J.V. Washam Elementary,J.V. Washam Elementary,9611 Westmoreland Rd,,Cornelius,NC,28031,07/02/2006,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600434,Kennedy Middle,Robert F. Kennedy Middle,4000 Gallant Ln,,Charlotte,NC,28273,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600435,Trillium Springs Montessori ,Trillium Springs Montessori ,9213 Beatties Ford Rd,,Huntersville,NC,28078,07/01/2014,PK:KG:01:02:03:04:05,Regular School,Magnet,Traditional
2015-16,600,school_district,600436,Lake Wylie Elementary,Lake Wylie Elementary,13620 Erwin Rd,,Charlotte,NC,28273,06/30/1992,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600437,Ballantyne Elementary,Ballantyne Elementary,15425 Scholastic Dr,,Charlotte,NC,28277,07/01/2008,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600438,Lansdowne Elementary,Lansdowne Elementary,6400 Prett Ct,,Charlotte,NC,28270,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600439,Turning Point Academy,Turning Point Academy,2400 Carmine St,,Charlotte,NC,28206,06/30/1992,04:05:06:07:08:09:10:11:12,Alternative Education,,Traditional
2015-16,600,school_district,600440,Lebanon Road Elementary,Lebanon Road Elementary,7300 Lebanon Rd,,Charlotte,NC,28227,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600442,Blythe Elementary,Legette Blythe Elementary,12202 Hambright Rd,,Huntersville,NC,28078,06/29/1998,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600443,Levine Middle College High,Levine Middle College High,2728 Campus Ridge Rd,,Matthews,NC,28105,07/01/2014,11:12:13,Regular School,Cooperative Innovative High School,Traditional
2015-16,600,school_district,600444,Long Creek Elementary,Long Creek Elementary,9213-A Beatties Ford Rd,,Huntersville,NC,28078,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600445,Mallard Creek High,Mallard Creek High,3825 Johnston Oehler Rd,,Charlotte,NC,28269,07/02/2007,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600446,Mallard Creek Elementary,Mallard Creek Elementary,9801 Mallard Creek Rd,,Charlotte,NC,28262,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600447,Matthews Elementary,Matthews Elementary,200 McDowell Ave,,Matthews,NC,28105,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600448,Martin Luther King Jr Middle,"Martin Luther King, Jr. Middle",500 Bilmark Ave,,Charlotte,NC,28213,07/02/2005,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600449,McAlpine Elementary,McAlpine Elementary,9100 Carswell Ln,,Charlotte,NC,28277,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600450,McClintock Middle,McClintock Middle,1925 Rama Rd,,Charlotte,NC,28212,06/30/1990,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600451,McKee Road Elementary,McKee Road Elementary,4101 McKee Rd,,Charlotte,NC,28270,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600453,Merry Oaks Elementary,Merry Oaks Elementary,3508 Draper Ave,,Charlotte,NC,28205,06/30/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600454,Metro School,Metro School,405 S. Davidson St,,Charlotte,NC,28202,06/30/1990,P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12:13,Exceptional Children,,Traditional
2015-16,600,school_district,600455,Mint Hill Middle,Mint Hill Middle School,11501 Idewild Rd,,Matthews,NC,28105,06/30/2003,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600457,Rocky River High,Rocky River High School,10505 Clear Creek Commerce Dr,,Mint Hill,NC,28227,07/01/2010,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600459,Montclaire Elementary,Montclaire Elementary,5801 Farmbrook Dr,,Charlotte,NC,28210,06/30/1990,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600461,Lincoln Heights Academy,Lincoln Heights Academy,1900 Newcastle St,,Charlotte,NC,28216,06/30/1990,KG:01:02:03:04:05:06:07:08:09:10:11:12:13,Exceptional Children,,Traditional
2015-16,600,school_district,600462,Mountain Island Lake Academy,Mountain Island Lake Academy,7905 Pleasant Grove Rd,,Charlotte,NC,28216,06/29/2002,PK:KG:01:02:03:04:05:06:07:08,Regular School,,Traditional
2015-16,600,school_district,600463,River Oaks Academy,River Oaks Academy,1015 Mt Holly-Huntersville Rd,,Charlotte,NC,28214,07/01/2009,P2:P3:PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600464,Myers Park Traditional,Myers Park Traditional Elementary,2132 Radcliffe Ave,,Charlotte,NC,28207,06/29/1990,KG:01:02:03:04:05,Regular School,Magnet,Traditional
2015-16,600,school_district,600466,Myers Park High,Myers Park High,2400 Colony Rd,,Charlotte,NC,28209,06/30/1990,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600468,Nathaniel Alexander Elementary,Nathaniel Alexander Elementary,7910 Neal Rd,,Charlotte,NC,28262,06/30/1996,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600471,Nations Ford Elementary,Nations Ford Elementary,7050 Nations Ford Rd,,Charlotte,NC,28217,06/29/1990,PK:KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600474,Newell Elementary,Newell Elementary,"325 Rocky River Road, West",,Charlotte,NC,28213,06/29/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600478,J H Gunn Elementary,J H Gunn Elementary,7400 Harrisburg Rd,,Charlotte,NC,28215,06/30/1990,KG:01:02:03:04:05,Regular School,,Traditional
2015-16,600,school_district,600479,Northeast Middle,Northeast Middle,5960 Brickstone Dr,,Charlotte,NC,28227,06/28/1990,06:07:08,Regular School,,Traditional
2015-16,600,school_district,600480,North Mecklenburg High,North Mecklenburg High,11201 Old Statesville Rd,,Huntersville,NC,28078,06/30/1990,09:10:11:12,Regular School,,Traditional
2015-16,600,school_district,600481,Northridge Middle,Northridge Middle,7601 The Plaza,,Charlotte,NC,28215,06/30/1996,06:07:08,Regular School,,Traditional
