school_year,school_code,school_name,total_resident_children,number_low_income_students,percent_low_income_students,served_1st_year,is_title_I
2015-16,600335,Billingsville Elementary,632.0,471.0,74.53,2002-03,True
2015-16,110318,Black Mountain Elementary,211.0,110.0,52.13,2006-07,True
2015-16,110320,Black Mountain Primary,439.0,245.0,55.81,2006-07,True
2015-16,180316,Blackburn Elementary,677.0,342.0,50.52,2013-14,True
2015-16,090318,Bladen Lakes Primary,299.0,193.0,64.55,2006-07,True
2015-16,090315,Bladenboro Middle,354.0,183.0,51.69,2012-13,True
2015-16,090317,Bladenboro Primary,448.0,277.0,61.83,2006-07,True
2015-16,950312,Blowing Rock Elementary,346.0,80.0,23.12,,True
2015-16,670308,Blue Creek Elementary,458.0,294.0,64.19,2005-06,True
2015-16,060334,Blue Ridge Academy,25.0,19.0,76.0,,True
2015-16,500302,Blue Ridge Early College,171.0,155.0,90.64,,True
2015-16,050310,Blue Ridge Elementary,505.0,367.0,72.67,2005-06,True
2015-16,500316,Blue Ridge School,182.0,182.0,100.0,2006-07,True
2015-16,410331,Bluford Elementary,285.0,208.0,72.98,2006-07,True
2015-16,600442,Blythe Elementary,1121.0,330.0,29.44,,True
2015-16,160306,Bogue Sound Elementary,424.0,262.0,61.79,2006-07,True
2015-16,230308,Boiling Springs Elementary,495.0,265.0,53.54,2009-10,True
2015-16,100304,Bolivia Elementary,515.0,343.0,66.6,2005-06,True
2015-16,340314,Bolton Elementary,508.0,472.0,92.91,2005-06,True
2015-16,190308,Bonlee School,324.0,195.0,60.19,2012-13,True
2015-16,970308,Boomer-Ferguson Elementary,159.0,97.0,61.01,2006-07,True
2015-16,430316,Boone Trail Elementary,957.0,586.0,61.23,2005-06,True
2015-16,990304,Boonville Elementary,307.0,196.0,63.84,2006-07,True
2015-16,800312,Bostian Elementary,329.0,149.0,45.29,2006-07,True
2015-16,610302,Bowman Middle,240.0,128.0,53.33,2006-07,True
2015-16,60S000,Bradford Preparatory School,465.0,75.0,16.13,,True
2015-16,650304,Bradley Creek Elementary,447.0,286.0,63.98,2006-07,True
2015-16,530306,Bragg Street Academy,77.0,60.0,77.92,,True
2015-16,920334,Brassfield Elementary,786.0,114.0,14.5,,True
2015-16,490308,Brawley Middle,750.0,99.0,13.2,,True
2015-16,760308,Braxton Craven Middle,405.0,193.0,47.65,,True
2015-16,260320,Brentwood Elementary,526.0,526.0,100.0,2006-07,True
2015-16,920336,Brentwood Elementary,468.0,370.0,79.06,2005-06,True
2015-16,88A000,Brevard Academy,289.0,175.0,60.55,,True
2015-16,880304,Brevard Elementary,521.0,336.0,64.49,2006-07,True
2015-16,880308,Brevard High,719.0,296.0,41.17,,True
2015-16,880312,Brevard Middle,543.0,296.0,54.51,,True
2015-16,920340,Briarcliff Elementary,645.0,305.0,47.29,2006-07,True
2015-16,600329,Briarwood Elementary,792.0,554.0,69.95,2004-05,True
2015-16,97D000,Bridges Academy,158.0,144.0,91.14,2010-11,True
2015-16,160309,Bridges School,34.0,28.0,82.35,2014-15,True
2015-16,250308,Bridgeton Elementary,474.0,311.0,65.61,2006-07,True
2015-16,290302,Brier Creek Elementary,315.0,177.0,56.19,2001-02,True
2015-16,920342,Brier Creek Elementary,997.0,266.0,26.68,,True
2015-16,410334,Brightwood Elementary,614.0,398.0,64.82,2006-07,True
2015-16,250312,Brinson Memorial Elementary,647.0,270.0,41.73,2006-07,True
2015-16,160311,Broad Creek Middle,666.0,209.0,31.38,,True
2015-16,010310,Broadview Middle,826.0,768.0,92.98,2006-07,True
2015-16,530308,Broadway Elementary,588.0,457.0,77.72,2006-07,True
2015-16,320306,Brogden Middle,648.0,488.0,75.31,2015-16,True
2015-16,960312,Brogden Middle,525.0,525.0,100.0,2002-03,True
2015-16,960314,Brogden Primary,845.0,845.0,100.0,2003-04,True
2015-16,920344,Brooks Elementary,591.0,172.0,29.1,,True
2015-16,410337,Brooks Global Elementary,400.0,95.0,23.75,,True
2015-16,360340,Brookside Elementary,554.0,493.0,88.99,2006-07,True
2015-16,410341,Brown Summit Middle,236.0,13.0,5.51,,True
2015-16,450306,Bruce Drysdale Elementary,476.0,385.0,80.88,2006-07,True
2015-16,862308,Bruce H Tharrington Elem,396.0,281.0,70.96,2004-05,True
2015-16,600489,Bruns Academy,832.0,698.0,83.89,2006-07,True
2015-16,340320,Brunson Elementary,650.0,426.0,65.54,2014-15,True
2015-16,100308,Brunswick County Academy,145.0,118.0,81.38,,True
2015-16,100307,Brunswick County Early College,333.0,139.0,41.74,,True
2015-16,570306,Brush Creek Elementary,387.0,246.0,63.57,2006-07,True
2015-16,530302,BT Bullock Elementary ,694.0,547.0,78.82,2006-07,True
2015-16,370304,Buckland Elementary,217.0,126.0,58.06,2006-07,True
2015-16,920352,Bugg Elementary,588.0,405.0,68.88,2006-07,True
2015-16,430320,Buies Creek Elementary,311.0,137.0,44.05,2006-07,True
2015-16,180320,Bunker Hill High,895.0,505.0,56.42,,True
2015-16,350304,Bunn Elementary,674.0,458.0,67.95,2006-07,True
2015-16,350308,Bunn High,840.0,491.0,58.45,,True
2015-16,350310,Bunn Middle,701.0,413.0,58.92,2015-16,True
2015-16,710312,Burgaw Elementary,449.0,404.0,89.98,2006-07,True
2015-16,710316,Burgaw Middle,264.0,216.0,81.82,2006-07,True
2015-16,120310,Burke Middle College,118.0,26.0,22.03,,True
2015-16,230312,Burns High,883.0,480.0,54.36,,True
2015-16,230316,Burns Middle,810.0,530.0,65.43,,True
2015-16,995312,Burnsville Elementary,377.0,256.0,67.9,2006-07,True
2015-16,320308,Burton Elementary,364.0,323.0,88.74,2002-03,True
2015-16,821304,Butler Avenue Elementary,508.0,393.0,77.36,2002-03,True
2015-16,600361,Butler High,2046.0,467.0,22.83,,True
2015-16,390311,Butner-Stem Elementary,498.0,362.0,72.69,2006-07,True
2015-16,390309,Butner-Stem Middle,411.0,285.0,69.34,2015-16,True
